[INFO ] [2021-06-19 21:17:40,280] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-20 22:45:22,237]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 22:45:22,244] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-20 22:45:23,441] User_02_Login - Step 02: Enter to Email textbox with value testing67316@live.com
[INFO ] [2021-06-20 22:45:23,642] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 22:45:23,849] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-06-20 22:45:26,227] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-06-20 22:45:26,293]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 22:45:26,296] Post-Condition: Close browser
[INFO ] [2021-06-20 23:18:30,104] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-20 23:18:38,561] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-20 23:18:38,852]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:18:38,858] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-20 23:18:40,607] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-20 23:18:40,743] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-20 23:18:41,044] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-20 23:18:41,235] User_01_Register - Step 06: Enter to Email textbox with value testing63706@live.com
[INFO ] [2021-06-20 23:18:41,502] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:18:41,712] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-20 23:18:41,982] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-20 23:18:43,752] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-20 23:18:43,851]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:18:43,851] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-20 23:18:46,487] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-20 23:18:46,604]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:18:46,611] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-20 23:18:47,888] User_02_Login - Step 02: Enter to Email textbox with value testing63706@live.com
[INFO ] [2021-06-20 23:18:48,132] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:18:48,338] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-06-20 23:18:51,536] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-06-20 23:18:51,650]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:18:51,652] Post-Condition: Close browser
[INFO ] [2021-06-20 23:26:18,571] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-20 23:26:28,207] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-20 23:26:28,405]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:26:28,409] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-20 23:26:29,949] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-20 23:26:30,078] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-20 23:26:30,331] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-20 23:26:30,644] User_01_Register - Step 06: Enter to Email textbox with value testing16949@live.com
[INFO ] [2021-06-20 23:26:30,999] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:26:31,200] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-20 23:26:31,472] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-20 23:26:33,152] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-20 23:26:33,236]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:26:33,236] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-20 23:26:35,695] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-20 23:26:35,786]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:26:35,864] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-20 23:26:37,219] User_02_Login - Step 02: Enter to Email textbox with value testing16949@live.com
[INFO ] [2021-06-20 23:26:37,417] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:26:37,616] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-06-20 23:26:40,095] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-06-20 23:26:40,185]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:26:40,188] Post-Condition: Close browser
[INFO ] [2021-06-20 23:28:39,294] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-20 23:28:48,360] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-20 23:28:48,571]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:28:48,660] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-20 23:28:50,623] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-20 23:28:50,745] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-20 23:28:50,992] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-20 23:28:51,180] User_01_Register - Step 06: Enter to Email textbox with value testing46843@live.com
[INFO ] [2021-06-20 23:28:51,389] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:28:51,604] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-20 23:28:51,816] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-20 23:28:53,949] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-20 23:28:54,059]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:28:54,059] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-20 23:28:55,822] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-20 23:28:55,907]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:28:56,093] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-20 23:28:56,687] User_02_Login - Step 02: Enter to Email textbox with value testing46843@live.com
[INFO ] [2021-06-20 23:28:56,910] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:28:57,104] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-06-20 23:28:59,668] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-06-20 23:28:59,735]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-06-20 23:28:59,798] Post-Condition: Close browser
[INFO ] [2021-06-20 23:49:51,284] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-20 23:50:18,755] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-20 23:50:22,619]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:50:22,628] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-20 23:50:24,455] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-20 23:50:24,635] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-20 23:50:24,915] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-20 23:50:25,114] User_01_Register - Step 06: Enter to Email textbox with value testing44190@live.com
[INFO ] [2021-06-20 23:50:25,340] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:50:25,596] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-20 23:50:25,767] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-20 23:50:28,147] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-20 23:50:28,233]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:50:28,234] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-20 23:50:31,627] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-20 23:50:31,693]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-20 23:50:31,910] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-20 23:50:33,229] User_02_Login - Step 02: Enter to Email textbox with value testing44190@live.com
[INFO ] [2021-06-20 23:50:33,466] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-20 23:50:33,666] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-06-20 23:50:36,661] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-06-20 23:50:36,754]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-06-20 23:50:36,768] Post-Condition: Close browser
[INFO ] [2021-06-21 01:11:03,120] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-21 01:11:20,697] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-21 01:11:21,470]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-21 01:11:21,475] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-21 01:11:23,867] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-21 01:11:24,109] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-21 01:11:25,247] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-21 01:11:26,426] User_01_Register - Step 06: Enter to Email textbox with value testing12033@live.com
[INFO ] [2021-06-21 01:11:26,855] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-21 01:11:27,147] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-21 01:11:27,914] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-21 01:11:31,290] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-21 01:11:31,377]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-21 01:11:31,378] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-21 01:11:33,808] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-21 01:11:33,911]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-21 01:11:33,948] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-21 01:11:35,756] User_02_Login - Step 02: Enter to Email textbox with value testing12033@live.com
[INFO ] [2021-06-21 01:11:35,996] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-21 01:11:36,258] User_02_Login - Step 04: Click to Login button
[INFO ] [2021-06-21 01:11:38,806] User_02_Login - Step 05: Verify Home Page displayed
[INFO ] [2021-06-21 01:11:38,904]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-06-21 01:11:39,208] Post-Condition: Close browser
[INFO ] [2021-06-24 16:22:20,952] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-24 16:22:30,616] Post-Condition: Close browser 'chrome'
[INFO ] [2021-06-24 16:22:31,324] OS name = windows 7
[INFO ] [2021-06-24 16:25:26,583] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-24 16:25:33,139] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-24 16:25:33,333]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-24 16:25:33,336] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-24 16:25:35,194] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-24 16:25:35,303] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-24 16:25:35,485] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-24 16:25:35,661] User_01_Register - Step 06: Enter to Email textbox with value testing96753@live.com
[INFO ] [2021-06-24 16:25:35,845] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-24 16:25:36,028] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-24 16:25:36,185] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-24 16:25:38,377] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-24 16:25:38,446]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-24 16:25:38,446] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-24 16:25:39,948] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-24 16:25:40,017]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-24 16:25:40,023] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-24 16:25:41,474] User_02_Login - Step 02: Enter to Email textbox with value testing96753@live.com
[INFO ] [2021-06-24 16:25:45,571] Post-Condition: Close browser 'chrome'
[INFO ] [2021-06-24 16:37:04,806] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-24 16:37:12,289] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-24 16:37:12,508]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-24 16:37:12,511] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-24 16:37:13,432] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-24 16:37:13,565] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-24 16:37:13,747] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-24 16:37:13,909] User_01_Register - Step 06: Enter to Email textbox with value testing43346@live.com
[INFO ] [2021-06-24 16:37:14,105] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-24 16:37:14,324] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-24 16:37:14,501] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-24 16:37:21,924] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-24 16:37:22,013]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-24 16:37:22,013] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-24 16:37:26,309] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-24 16:37:26,379]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-24 16:37:26,400] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-24 16:37:26,952] User_02_Login - Step 02: Enter to Email textbox with value testing43346@live.com
[INFO ] [2021-06-24 16:37:29,055] Post-Condition: Close browser 'chrome'
[INFO ] [2021-06-25 08:51:42,583] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-25 08:51:56,535] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-25 08:51:57,570]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 08:51:57,574] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-25 08:51:59,292] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-25 08:51:59,449] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-25 08:51:59,762] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-25 08:51:59,981] User_01_Register - Step 06: Enter to Email textbox with value testing52580@live.com
[INFO ] [2021-06-25 08:52:00,302] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-25 08:52:00,516] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-25 08:52:00,722] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-25 08:52:01,937] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-25 08:52:02,049]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 08:52:02,049] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-25 08:52:03,097] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-25 08:52:05,494]  -------------------------- FAILED -------------------------- 
[INFO ] [2021-06-25 08:52:05,510] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-25 08:52:09,531] Post-Condition: Close browser 'chrome'
[INFO ] [2021-06-25 09:04:23,839] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-25 09:04:32,255] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-25 09:04:32,519]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 09:04:32,523] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-25 09:04:34,182] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-25 09:04:34,346] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-25 09:04:34,861] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-25 09:04:35,099] User_01_Register - Step 06: Enter to Email textbox with value testing13787@live.com
[INFO ] [2021-06-25 09:04:35,374] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-25 09:04:35,630] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-25 09:04:35,881] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-25 09:04:40,719] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-25 09:04:40,814]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 09:04:40,814] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-25 09:04:44,866] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-25 09:04:44,967]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 09:04:45,047] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-25 09:04:46,044] User_02_Login - Step 02: Enter to Email textbox with value testing13787@live.com
[INFO ] [2021-06-25 09:04:48,187] Post-Condition: Close browser 'chrome'
[INFO ] [2021-06-25 09:07:58,776] Pre-Condition: Open browser 'chrome' and navigate to 'https://demo.nopcommerce.com/'
[INFO ] [2021-06-25 09:08:10,663] User_01_Register - Step 01: Verify Home Page is displayed
[INFO ] [2021-06-25 09:08:10,875]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 09:08:10,879] User_01_Register - Step 02: Click to Register link
[INFO ] [2021-06-25 09:08:12,710] User_01_Register - Step 03: Click to Male radio button
[INFO ] [2021-06-25 09:08:12,873] User_01_Register - Step 04: Enter to Firstname textbox
[INFO ] [2021-06-25 09:08:13,151] User_01_Register - Step 05: Enter to Lastname textbox
[INFO ] [2021-06-25 09:08:13,389] User_01_Register - Step 06: Enter to Email textbox with value testing5179@live.com
[INFO ] [2021-06-25 09:08:13,664] User_01_Register - Step 07: Enter to Password textbox with value 123456
[INFO ] [2021-06-25 09:08:13,911] User_01_Register - Step 08: Enter to Confirm Password textbox with value 123456
[INFO ] [2021-06-25 09:08:14,173] User_01_Register - Step 09: Click to Register button
[INFO ] [2021-06-25 09:08:17,929] User_01_Register - Step 10: Verify success message displayed
[INFO ] [2021-06-25 09:08:18,011]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 09:08:18,011] User_01_Register - Step 11: Click to Logout  link
[INFO ] [2021-06-25 09:08:20,939] User_01_Register - Step 12: Verify Home Page displayed
[INFO ] [2021-06-25 09:08:21,049]  -------------------------- PASSED -------------------------- 
[INFO ] [2021-06-25 09:08:21,058] User_02_Login - Step 01: Click to Login link
[INFO ] [2021-06-25 09:08:22,236] User_02_Login - Step 02: Enter to Email textbox with value testing5179@live.com
[INFO ] [2021-06-25 09:08:22,458] User_02_Login - Step 03: Enter to Password textbox with value 123456
[INFO ] [2021-06-25 09:08:22,654] User_02_Login - Step 04: Click to Login button
